0,,,
"SMUL R0, R1, R0",NOP,NOP,"SADD R0, R0, 7"
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,"SADD R1, R1, 6"
20,,,
"SMUL R0, R1, R0",NOP,NOP,"SMUL R0, R1, R0"
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,"SADD R1, R1, 6"
21,,,
"SMUL R0, R1, R0",NOP,NOP,"SADD R0, R0, 7"
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,"SADD R1, R1, 6"
22,,,
"SMUL R0, R1, R0",NOP,NOP,"SMUL R0, R1, R0"
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,"SADD R1, R1, 6"
23,,,
"SMUL R0, R1, R0",NOP,NOP,"SADD R0, R0, 7"
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,"SADD R1, R1, 6"
24,,,
"SMUL R0, R1, R0",NOP,NOP,"SMUL R0, R1, R0"
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,"SADD R1, R1, 6"
25,,,
"SMUL R0, R1, R0",NOP,NOP,"SADD R0, R0, 7"
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,"SADD R1, R1, 6"
26,,,
"SMUL R0, R1, R0",NOP,NOP,"SMUL R0, R1, R0"
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,"SADD R1, R1, 6"
27,,,
"SMUL R0, R1, R0",NOP,NOP,"SMUL R0, R1, R0"
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,"SADD R1, R1, 6"
28,,,
"SMUL R0, R1, R0",NOP,NOP,"SMUL R0, R1, R0"
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,"SADD R1, R1, 6"
29,,,
"SMUL R0, R1, R0",NOP,NOP,"SMUL R0, R1, R0"
NOP,NOP,NOP,NOP
NOP,NOP,NOP,NOP
NOP,NOP,NOP,"SADD R1, R1, 6"
30,,,
"SMUL R0, R1, R0",NOP,NOP,"SMUL R0, R1, R0"
NOP,NOP,NOP,NOP
NOP,NOP,NOP,EXIT
NOP,NOP,NOP,"SADD R1, R1, 6"
